,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
2565,30,4,2,2,0,5359,0,0,0,19,1,145,1,84,2,2,1
2566,38,9,1,1,0,10596,0,0,0,19,1,195,1,197,4,1,1
2567,22,8,2,2,0,691,0,0,0,19,1,338,1,-1,0,3,1
2568,25,2,2,2,0,347,0,0,0,20,1,267,1,-1,0,3,1
2569,34,6,2,2,0,9962,0,0,0,20,1,474,1,-1,0,3,1
2570,27,9,2,2,0,11862,0,0,0,20,1,217,1,87,6,0,1
2571,35,4,2,2,0,1756,0,0,0,20,1,195,1,-1,0,3,1
2572,45,3,1,1,0,4068,0,0,0,20,1,184,1,-1,0,3,1
2573,42,4,1,0,0,5310,1,0,0,20,1,273,1,90,3,2,1
2574,20,8,2,1,0,215,0,0,0,21,1,228,4,183,1,1,1
2575,60,0,1,1,0,106,0,0,0,21,1,216,3,91,1,2,1
2576,47,4,1,2,0,0,0,1,0,21,1,374,1,-1,0,3,1
2577,25,8,2,1,0,469,0,0,0,21,1,273,1,86,1,1,1
2578,65,5,1,1,0,2326,0,1,0,21,1,276,1,-1,0,3,1
2579,50,9,1,1,0,3370,0,0,0,21,1,531,2,80,2,2,1
2580,22,8,2,1,0,144,0,0,0,21,1,116,1,-1,0,3,1
2581,43,0,2,1,0,733,1,0,0,21,1,126,1,88,4,2,1
2582,53,5,0,2,0,-309,1,0,0,21,1,343,2,428,2,2,1
2583,71,5,0,1,0,5584,0,0,0,21,1,534,3,-1,0,3,1
2584,28,1,1,1,0,61,1,0,0,21,1,744,1,109,3,2,1
2585,59,10,1,1,0,1047,0,0,0,21,1,438,1,184,3,2,1
2586,29,4,2,2,0,265,0,0,0,24,1,130,2,94,1,2,1
2587,51,9,1,1,0,117,0,0,0,24,1,467,2,88,4,1,1
2588,48,3,1,2,0,5473,0,0,0,24,1,232,2,-1,0,3,1
2589,37,1,1,0,0,106,1,0,0,25,1,511,1,392,13,0,1
2590,37,9,1,2,0,127,1,0,0,25,1,192,1,193,1,2,1
2591,64,5,1,2,0,380,0,0,0,25,1,479,1,-1,0,3,1
2592,69,5,1,1,0,0,0,0,0,25,1,412,2,-1,0,3,1
2593,36,4,1,2,0,255,0,0,0,25,1,242,6,95,4,2,1
2594,43,7,1,1,0,2145,0,0,0,25,1,291,2,95,4,2,1
2595,63,3,1,0,0,91,0,0,1,26,1,128,3,-1,0,3,1
2596,70,5,1,1,0,1853,0,0,1,26,1,314,1,-1,0,3,1
2597,60,9,2,0,0,11262,0,0,0,26,1,323,1,-1,0,3,1
2598,86,5,0,0,0,0,0,0,1,26,1,189,1,-1,0,3,1
2599,72,5,1,1,0,1129,0,0,0,26,1,186,1,-1,0,3,1
2600,60,5,1,2,0,108,0,0,0,26,1,624,1,-1,0,3,1
2601,43,4,2,2,0,1696,1,0,0,26,1,257,1,474,3,0,1
2602,57,4,0,3,0,854,0,0,0,27,1,700,4,92,1,0,1
2603,28,4,2,2,0,223,1,0,1,27,1,157,2,119,1,1,1
2604,36,1,2,1,0,40,1,0,0,27,1,259,3,475,4,2,1
2605,66,5,1,1,0,2048,0,0,0,27,1,212,1,-1,0,3,1
2606,33,9,2,2,0,3689,0,0,0,27,1,445,3,-1,0,3,1
2607,36,9,2,1,0,539,1,0,0,27,1,398,2,477,1,0,1
2608,29,9,2,1,0,590,0,0,0,27,1,81,1,94,1,2,1
2609,62,10,1,1,0,780,0,0,0,28,1,162,2,-1,0,3,1
2610,34,1,1,1,0,1464,1,0,0,28,1,207,3,130,5,1,1
2611,29,10,2,2,0,1311,0,0,0,28,1,622,1,-1,0,3,1
2612,30,4,1,2,0,7,1,0,0,28,1,173,1,164,4,1,1
2613,32,9,1,2,0,636,1,0,0,28,1,370,1,116,4,2,1
2614,39,1,2,0,0,24277,0,0,0,28,1,261,1,-1,0,3,1
2615,55,0,0,1,0,1872,0,0,0,28,1,155,2,93,8,0,1
2616,36,4,2,2,0,490,0,0,0,28,1,207,8,98,1,0,1
2617,27,8,2,2,0,118,0,0,0,31,1,160,3,98,1,0,1
2618,45,4,1,2,0,4119,1,1,1,31,1,473,2,283,1,2,1
2619,55,4,1,3,0,1504,1,0,0,31,1,186,3,101,2,2,1
2620,52,1,1,1,0,2087,1,0,0,31,1,267,1,474,1,0,1
2621,49,4,2,2,0,5689,0,0,0,31,1,470,1,97,3,0,1
2622,30,1,1,0,0,201,1,0,0,31,1,219,1,157,12,0,1
2623,39,4,1,2,0,119,1,0,0,1,11,265,2,476,4,2,1
2624,48,4,0,2,0,17964,1,0,0,1,11,120,1,98,5,2,1
2625,36,4,1,2,0,1113,0,0,0,1,11,212,1,-1,0,3,1
2626,27,0,1,1,0,1596,0,0,0,1,11,82,1,-1,0,3,1
2627,51,4,1,2,0,2635,0,0,0,1,11,181,1,98,2,0,1
2628,48,9,1,1,0,568,1,0,0,2,11,378,2,386,1,2,1
2629,70,5,1,1,0,2626,0,0,0,2,11,140,2,-1,0,3,1
2630,63,5,1,1,0,4752,0,0,0,2,11,233,2,-1,0,3,1
2631,34,7,2,1,0,528,1,0,0,2,11,121,3,100,5,1,1
2632,46,0,1,2,0,2552,0,0,0,3,11,260,1,94,8,2,1
2633,31,6,2,2,0,3343,0,0,0,3,11,365,1,94,1,2,1
2634,32,0,1,1,0,995,0,0,0,3,11,331,1,99,2,1,1
2635,40,10,2,2,0,7968,0,0,0,3,11,733,1,93,1,2,1
2636,30,0,2,1,0,0,0,0,0,4,11,316,3,-1,0,3,1
2637,55,4,1,0,0,2587,0,0,0,4,11,328,2,94,2,2,1
2638,57,4,0,2,0,6468,1,0,0,4,11,730,1,157,4,0,1
2639,59,0,2,1,0,4744,0,0,0,4,11,879,1,-1,0,3,1
2640,26,9,2,1,0,1231,1,0,0,4,11,230,1,93,7,2,1
2641,73,5,1,3,0,3443,0,0,1,4,11,770,3,-1,0,3,1
2642,30,0,2,1,0,2568,0,0,0,4,11,563,1,100,4,1,1
2643,64,5,1,2,0,1644,0,0,1,7,11,569,4,-1,0,3,1
2644,36,9,1,2,0,1354,0,0,0,7,11,281,3,97,2,2,1
2645,55,0,1,1,0,602,0,0,0,7,11,350,1,98,5,2,1
2646,63,5,1,2,0,1795,0,0,0,7,11,219,1,-1,0,3,1
2647,52,9,1,1,0,0,1,0,0,7,11,211,1,294,1,0,1
2648,34,4,2,2,0,268,0,0,0,7,11,587,1,-1,0,3,1
2649,36,7,1,1,0,52,1,0,0,7,11,351,1,95,6,2,1
2650,31,4,2,2,0,924,0,0,0,7,11,231,1,94,3,2,1
2651,47,5,2,0,0,3033,0,0,0,8,11,293,1,-1,0,3,1
2652,50,0,1,2,0,6574,0,0,0,8,11,495,1,92,3,2,1
2653,70,5,0,1,0,0,0,0,0,8,11,206,1,-1,0,3,1
2654,18,8,2,3,0,108,0,0,0,8,11,169,1,-1,0,3,1
2655,33,6,1,1,0,409,0,0,0,8,11,165,1,97,4,2,1
2656,24,9,2,1,0,726,0,0,0,8,11,445,2,-1,0,3,1
2657,25,0,2,1,0,1871,0,0,0,8,11,260,1,96,1,2,1
2658,26,4,2,2,0,1094,1,0,0,8,11,137,1,-1,0,3,1
2659,32,4,2,2,0,2915,0,0,0,8,11,519,1,131,2,0,1
2660,25,8,2,3,0,480,0,0,0,8,11,140,1,-1,0,3,1
2661,58,4,1,2,0,1227,0,0,0,8,11,400,2,95,1,2,1
2662,42,4,1,2,0,1205,0,0,1,8,11,376,2,-1,0,3,1
2663,30,1,2,1,0,161,0,1,1,8,11,298,3,-1,0,3,1
2664,76,5,0,0,0,802,0,0,0,9,11,475,5,-1,0,3,1
2665,79,5,1,1,0,723,0,0,1,9,11,276,1,79,3,0,1
2666,70,5,1,0,0,6538,0,0,0,9,11,394,1,-1,0,3,1
2667,30,4,2,2,0,147,0,0,0,9,11,234,1,100,1,0,1
2668,60,5,1,1,0,0,0,0,0,9,11,408,1,-1,0,3,1
2669,51,10,1,1,0,1416,0,0,0,9,11,345,1,-1,0,3,1
2670,71,5,1,2,0,14220,1,0,0,9,11,397,1,-1,0,3,1
2671,31,4,2,2,0,12569,0,0,0,9,11,344,1,295,1,0,1
2672,32,0,2,1,0,555,1,0,0,9,11,344,1,-1,0,3,1
2673,34,4,1,2,0,158,0,0,0,9,11,278,2,132,4,0,1
2674,28,0,2,1,0,261,1,1,0,9,11,259,2,98,4,2,1
2675,45,4,1,2,0,786,0,0,0,10,11,84,3,-1,0,3,1
2676,53,2,1,0,0,27,1,0,1,10,11,230,3,-1,0,3,1
2677,38,11,2,2,0,0,0,0,0,11,11,260,3,95,3,2,1
2678,56,0,2,1,0,2815,1,0,0,11,11,212,1,-1,0,3,1
2679,42,9,1,1,0,3082,0,0,0,11,11,285,1,-1,0,3,1
2680,47,9,1,1,0,1233,1,0,2,11,11,91,1,100,2,1,1
2681,73,5,1,3,0,739,0,0,0,11,11,210,1,-1,0,3,1
2682,46,1,1,1,0,640,1,0,0,11,11,108,2,129,2,0,1
2683,73,5,1,2,0,1843,0,0,0,11,11,106,2,-1,0,3,1
2684,28,1,2,1,0,322,0,0,1,11,11,240,2,95,3,1,1
2685,46,4,1,2,0,7331,0,0,0,11,11,658,4,95,2,1,1
2686,74,5,1,0,0,1765,0,0,1,11,11,290,2,-1,0,3,1
2687,71,5,0,2,1,1236,1,0,0,14,11,335,4,-1,0,3,1
2688,41,0,0,1,0,6046,1,1,1,14,11,185,2,-1,0,3,1
2689,73,5,1,0,0,934,0,0,0,14,11,961,5,-1,0,3,1
2690,47,9,0,1,0,1013,0,0,0,15,11,170,1,92,3,0,1
2691,49,9,0,2,0,596,1,0,1,15,11,722,1,-1,0,3,1
2692,40,0,1,1,0,4775,0,0,0,15,11,215,1,-1,0,3,1
2693,57,1,1,0,0,3109,0,0,0,15,11,107,2,105,2,2,1
2694,50,3,1,1,0,388,0,0,0,15,11,173,2,99,4,0,1
2695,34,1,1,1,0,262,0,0,0,15,11,89,2,106,1,2,1
2696,56,7,1,1,0,654,0,0,0,15,11,875,1,-1,0,3,1
2697,32,9,2,2,0,1855,0,0,0,15,11,126,2,134,1,1,1
2698,50,4,0,2,0,810,0,0,0,15,11,91,1,103,3,2,1
2699,54,10,0,1,0,1664,0,0,0,15,11,106,1,105,3,2,1
2700,26,4,2,2,0,362,0,0,0,15,11,925,1,104,2,2,1
2701,40,9,1,2,0,1293,0,0,0,16,11,1702,3,105,2,2,1
2702,29,4,2,2,0,874,1,0,0,16,11,152,1,103,1,2,1
2703,52,3,1,0,0,10943,0,0,0,16,11,292,1,-1,0,3,1
2704,38,9,1,1,0,4539,0,0,0,16,11,387,1,-1,0,3,1
2705,46,4,1,2,0,2817,0,0,0,17,11,543,1,-1,0,3,1
2706,26,4,2,2,0,1646,0,0,0,18,11,890,5,-1,0,3,1
2707,25,4,2,2,0,808,0,0,0,18,11,267,2,114,2,0,1
2708,70,5,1,2,0,44,0,0,0,18,11,1104,2,88,2,1,1
2709,83,5,1,0,0,425,0,0,1,22,11,773,1,92,2,2,1
2710,43,4,0,2,0,2367,0,0,0,22,11,83,1,113,3,2,1
2711,45,1,1,1,0,10252,0,0,0,22,11,173,1,141,2,2,1
2712,37,0,2,2,0,1000,1,0,0,22,11,239,1,99,2,2,1
2713,71,5,0,1,0,4380,0,0,0,22,11,369,1,-1,0,3,1
2714,27,4,2,2,0,20585,0,0,0,23,11,299,1,100,1,2,1
2715,47,0,1,1,0,2601,0,0,0,24,11,261,1,-1,0,3,1
2716,42,4,0,2,0,238,0,0,0,25,11,692,1,-1,0,3,1
2717,77,5,0,1,0,0,0,0,0,25,11,210,1,-1,0,3,1
2718,61,4,1,2,0,3371,0,0,0,28,11,299,2,-1,0,3,1
2719,57,4,1,2,0,10583,0,0,0,28,11,341,3,98,3,2,1
2720,34,4,1,2,0,16,1,0,1,29,11,316,1,119,1,1,1
2721,40,1,1,1,0,1451,0,0,0,30,11,117,1,121,1,2,1
2722,84,2,1,1,0,0,0,0,1,30,11,992,2,-1,0,3,1
2723,26,8,2,1,0,132,0,0,0,1,10,194,1,119,1,2,1
2724,37,9,1,3,0,189,0,0,0,1,10,238,1,107,2,2,1
2725,47,4,1,2,0,288,0,0,0,1,10,101,1,-1,0,3,1
2726,37,4,2,2,0,1027,1,0,0,1,10,137,1,119,1,0,1
2727,28,4,2,2,0,6784,0,0,0,1,10,502,1,115,3,1,1
2728,54,4,1,2,0,1464,0,0,0,2,10,194,2,94,1,2,1
2729,54,4,1,2,0,8295,0,0,0,2,10,849,2,119,1,2,1
2730,61,5,1,1,0,2917,0,0,0,6,10,215,1,-1,0,3,1
2731,30,9,2,1,0,158,0,0,0,6,10,144,1,-1,0,3,1
2732,60,5,1,0,0,1588,0,0,0,6,10,728,1,-1,0,3,1
2733,44,4,1,3,0,282,0,0,0,6,10,296,3,-1,0,3,1
2734,33,4,2,2,0,5437,0,0,0,7,10,201,1,58,3,0,1
2735,25,0,2,2,0,1185,0,0,0,7,10,290,1,114,1,0,1
2736,54,11,1,3,0,895,0,0,0,7,10,335,1,-1,0,3,1
2737,24,1,2,1,0,1857,1,0,0,8,10,147,1,92,5,1,1
2738,36,9,1,2,0,4596,1,0,0,8,10,234,2,175,2,2,1
2739,58,5,1,0,0,565,0,0,1,8,10,153,1,93,1,2,1
2740,33,4,2,2,0,1781,0,0,0,8,10,611,2,183,1,2,1
2741,27,0,1,1,0,3415,0,0,0,9,10,266,3,184,1,2,1
2742,60,0,0,1,0,12039,0,0,1,12,10,261,1,187,1,2,1
2743,56,10,1,1,0,12,0,0,0,12,10,511,3,187,1,0,1
2744,25,9,2,1,0,139,0,1,0,12,10,138,1,-1,0,3,1
2745,21,8,2,1,0,2488,0,0,0,12,10,180,1,-1,0,3,1
2746,73,5,0,1,0,7111,1,0,0,12,10,146,1,-1,0,3,1
2747,67,4,0,2,0,361,0,0,0,13,10,411,2,-1,0,3,1
2748,51,2,0,2,0,2109,0,0,0,13,10,79,2,-1,0,3,1
2749,48,4,1,2,0,1093,1,1,0,13,10,1226,2,-1,0,3,1
2750,35,4,2,2,0,2646,0,0,0,13,10,221,1,182,1,2,1
2751,61,6,0,2,0,6,1,0,0,13,10,210,1,182,2,2,1
2752,35,9,2,2,0,670,0,0,0,13,10,301,2,-1,0,3,1
2753,36,0,0,1,0,592,0,0,0,13,10,204,2,99,5,0,1
2754,83,5,2,0,0,1965,0,0,1,13,10,1003,3,-1,0,3,1
2755,50,4,1,0,0,313,0,0,1,14,10,958,1,-1,0,3,1
2756,66,3,1,0,0,40,0,0,1,14,10,290,2,-1,0,3,1
2757,58,9,1,0,0,4198,0,0,0,15,10,441,5,246,5,0,1
2758,30,4,2,2,0,536,0,0,0,15,10,244,1,105,1,2,1
2759,54,1,1,0,0,1311,0,0,1,15,10,485,3,184,3,0,1
2760,26,0,2,1,0,766,0,0,0,15,10,457,2,-1,0,3,1
2761,43,7,1,0,0,2557,1,0,1,15,10,166,3,183,5,2,1
2762,40,10,2,2,0,79,0,0,0,15,10,570,1,135,1,0,1
2763,57,4,1,2,0,1318,0,0,0,16,10,115,1,185,2,0,1
2764,75,5,1,1,0,3771,0,0,1,16,10,186,1,183,1,0,1
2765,77,5,1,2,0,0,0,0,0,16,10,847,1,60,1,2,1
2766,31,4,1,2,0,6138,0,0,0,16,10,154,2,119,5,0,1
2767,22,7,2,1,0,129,0,0,0,16,10,258,1,-1,0,3,1
2768,50,4,1,2,0,469,0,0,0,16,10,170,1,183,1,2,1
2769,27,4,1,2,0,893,0,0,0,16,10,154,2,-1,0,3,1
2770,73,5,1,3,0,519,0,0,1,16,10,434,1,57,1,0,1
2771,37,7,1,1,0,4017,0,0,0,16,10,156,1,-1,0,3,1
2772,44,9,2,2,0,643,0,0,0,16,10,324,1,143,3,0,1
2773,40,9,1,1,0,2338,0,0,0,16,10,717,2,-1,0,3,1
2774,61,4,1,2,0,0,0,0,0,16,10,136,2,-1,0,3,1
2775,61,9,0,1,0,6481,0,0,0,19,10,131,1,-1,0,3,1
2776,47,1,1,1,0,820,0,0,0,19,10,98,1,-1,0,3,1
2777,47,7,2,3,0,1784,0,0,0,19,10,385,2,-1,0,3,1
2778,76,3,0,0,0,1411,0,0,1,19,10,233,2,187,3,2,1
2779,30,8,2,2,0,7529,0,0,0,19,10,328,1,-1,0,3,1
2780,39,9,1,2,0,206,0,0,0,20,10,148,2,195,2,2,1
2781,72,5,1,0,0,1388,0,0,1,20,10,513,1,-1,0,3,1
2782,77,5,1,3,0,1807,0,0,1,20,10,373,1,-1,0,3,1
2783,36,9,1,1,0,480,0,0,0,20,10,213,1,-1,0,3,1
2784,65,5,1,1,0,571,1,0,0,20,10,349,1,183,2,2,1
2785,54,9,1,1,0,3994,0,1,0,20,10,595,2,187,2,2,1
2786,46,0,2,1,0,1693,1,0,0,20,10,427,1,-1,0,3,1
2787,28,4,2,2,0,80,0,0,0,20,10,676,2,146,2,0,1
2788,61,4,1,2,0,267,0,0,0,21,10,192,3,184,1,2,1
2789,53,3,1,0,0,2581,0,0,0,21,10,828,1,189,1,0,1
2790,27,8,2,2,0,1134,0,0,0,21,10,825,1,183,4,2,1
2791,55,10,0,1,0,309,0,0,0,21,10,467,2,184,1,2,1
2792,33,4,2,2,0,6807,0,0,0,21,10,512,2,184,1,2,1
2793,87,5,0,0,0,6746,0,0,1,21,10,749,1,-1,0,3,1
2794,57,4,1,2,0,375,0,0,0,21,10,135,1,-1,0,3,1
2795,33,6,2,2,0,658,1,0,0,21,10,307,1,208,1,2,1
2796,51,9,1,1,0,371,1,1,0,21,10,287,1,-1,0,3,1
2797,76,5,0,0,0,2693,0,0,0,21,10,107,2,-1,0,3,1
2798,19,8,2,1,0,329,0,0,0,22,10,252,2,-1,0,3,1
2799,33,0,1,2,0,79,1,0,0,22,10,249,2,335,2,0,1
2800,55,4,0,2,0,0,0,0,0,22,10,360,5,-1,0,3,1
2801,31,1,2,3,0,6281,0,0,0,22,10,257,1,128,3,1,1
2802,92,5,1,3,0,775,0,0,0,22,10,313,3,-1,0,3,1
2803,30,9,2,2,0,411,0,0,0,22,10,127,3,149,2,0,1
2804,68,5,2,2,0,2144,0,0,0,22,10,277,1,184,2,2,1
2805,41,9,2,2,0,431,0,0,0,22,10,133,1,107,2,2,1
2806,29,6,1,1,0,123,0,1,0,22,10,247,1,184,3,2,1
2807,27,1,2,1,0,3792,0,0,0,22,10,504,1,183,2,2,1
2808,78,5,1,3,0,4807,0,0,1,22,10,1002,4,-1,0,3,1
2809,82,5,1,0,0,8603,0,0,0,22,10,306,3,107,1,2,1
2810,29,9,2,2,0,2178,0,0,0,22,10,260,2,139,1,1,1
2811,76,5,1,2,0,2991,0,0,0,22,10,344,1,183,1,2,1
2812,38,4,1,2,0,4174,0,0,0,23,10,336,2,184,5,0,1
2813,60,9,1,1,0,10925,0,0,0,23,10,270,3,185,1,2,1
2814,33,7,0,1,0,2411,1,0,0,23,10,130,1,161,1,0,1
2815,43,1,1,1,0,14646,0,0,0,23,10,210,1,-1,0,3,1
2816,61,5,1,1,0,86,0,0,0,23,10,149,1,-1,0,3,1
2817,43,9,2,3,0,11115,0,0,0,23,10,476,1,74,2,2,1
2818,57,4,1,0,0,6900,0,0,0,23,10,255,4,185,2,0,1
2819,33,4,1,2,0,5878,0,0,0,23,10,438,1,430,2,0,1
2820,77,4,1,3,0,1780,1,0,0,23,10,221,2,183,3,2,1
2821,35,9,2,1,0,183,0,0,0,23,10,281,1,52,4,0,1
2822,59,5,1,0,0,3648,0,0,1,23,10,257,2,126,3,2,1
2823,76,5,1,1,0,4112,0,0,1,23,10,282,2,-1,0,3,1
2824,73,5,1,0,0,542,0,0,0,26,10,355,1,180,5,0,1
2825,81,5,1,0,0,243,0,0,0,27,10,131,1,-1,0,3,1
2826,41,11,2,3,0,942,0,0,0,27,10,143,1,188,1,2,1
2827,57,9,1,1,0,254,0,0,0,27,10,207,1,-1,0,3,1
2828,28,9,2,3,0,0,1,0,0,27,10,96,1,267,1,0,1
2829,38,1,2,1,0,0,0,0,0,27,10,297,1,75,3,0,1
2830,52,7,1,1,0,992,1,0,0,27,10,424,1,515,1,0,1
2831,22,8,2,1,0,23,0,0,0,27,10,137,1,-1,0,3,1
2832,53,11,1,0,0,732,0,0,0,27,10,759,2,-1,0,3,1
2833,60,0,1,3,0,4629,1,0,0,27,10,624,1,-1,0,3,1
2834,56,4,1,1,0,0,0,0,0,27,10,298,1,111,8,1,1
2835,38,3,0,1,0,70,0,0,0,27,10,255,3,148,1,2,1
2836,44,4,2,2,0,5063,0,0,0,27,10,418,2,-1,0,3,1
2837,69,5,0,1,0,4572,0,0,1,27,10,146,2,56,1,1,1
2838,36,8,2,2,0,129,0,0,0,27,10,149,1,-1,0,3,1
2839,75,6,1,3,0,4984,0,0,1,28,10,509,1,-1,0,3,1
2840,65,5,1,0,0,1004,0,0,0,28,10,371,1,-1,0,3,1
2841,64,5,1,1,0,4787,0,0,0,28,10,501,1,-1,0,3,1
2842,30,0,2,1,0,914,1,0,0,28,10,524,3,272,1,0,1
2843,57,3,1,2,0,2326,0,0,0,28,10,207,1,194,1,2,1
2844,31,4,1,2,0,81,1,0,0,29,10,164,2,-1,0,3,1
2845,36,4,1,2,0,203,0,0,0,29,10,139,1,-1,0,3,1
2846,64,4,1,2,0,3951,0,0,0,29,10,164,1,-1,0,3,1
2847,54,9,1,3,0,240,1,0,0,29,10,142,1,-1,0,3,1
2848,26,0,2,1,0,338,0,0,0,29,10,209,1,188,2,3,1
2849,51,6,2,1,0,0,0,0,0,29,10,1707,2,-1,0,3,1
2850,72,5,1,1,0,0,0,0,0,29,10,189,3,-1,0,3,1
2851,30,4,1,2,0,944,0,0,0,29,10,251,2,-1,0,3,1
2852,60,1,1,0,0,5,0,0,0,29,10,401,1,-1,0,3,1
2853,30,4,2,2,0,697,0,0,0,29,10,215,3,80,5,2,1
2854,66,5,1,2,0,1948,0,0,0,29,10,106,2,269,2,0,1
2855,50,9,1,1,0,3654,0,0,0,29,10,215,2,78,2,1,1
2856,47,4,2,2,0,551,0,0,0,29,10,124,1,-1,0,3,1
2857,80,5,1,0,0,997,0,0,0,29,10,746,2,86,1,1,1
2858,61,4,1,2,0,477,1,0,0,29,10,377,1,520,1,1,1
2859,47,4,1,2,0,3663,0,0,0,29,10,424,2,213,3,2,1
2860,30,9,2,1,0,853,0,0,0,29,10,279,1,148,1,0,1
2861,21,8,2,0,0,8278,0,0,0,29,10,445,1,-1,0,3,1
2862,62,4,1,2,0,7458,0,0,0,30,10,212,2,-1,0,3,1
2863,26,9,2,1,0,44,0,0,0,30,10,217,1,-1,0,3,1
2864,36,1,1,1,0,1193,0,0,0,30,10,640,1,-1,0,3,1
2865,87,5,1,0,0,230,0,0,0,30,10,144,1,-1,0,3,1
2866,61,5,1,0,0,8729,0,0,0,30,10,480,1,-1,0,3,1
2867,70,5,1,1,0,2384,0,0,0,30,10,196,2,-1,0,3,1
2868,60,4,1,2,0,3401,0,0,0,30,10,294,1,270,1,0,1
2869,41,7,1,2,0,881,0,0,0,30,10,257,3,-1,0,3,1
2870,22,8,2,1,0,1522,0,0,0,30,10,368,2,-1,0,3,1
2871,60,5,0,1,0,4243,0,0,0,30,10,416,2,-1,0,3,1
2872,54,9,1,1,0,473,0,1,0,2,9,182,1,81,1,0,1
2873,35,6,2,2,0,5462,0,0,0,2,9,188,1,186,1,2,1
2874,59,4,1,1,0,4412,0,0,0,2,9,162,2,-1,0,3,1
2875,29,8,2,3,0,10332,0,0,0,2,9,46,3,-1,0,3,1
2876,48,4,1,1,0,0,1,1,0,3,9,1233,1,351,2,0,1
2877,37,4,1,2,0,238,0,0,0,3,9,149,1,-1,0,3,1
2878,36,4,2,2,0,62,1,0,0,3,9,566,1,182,7,0,1
2879,52,0,2,1,0,2398,1,0,0,3,9,412,1,-1,0,3,1
2880,67,5,0,1,0,704,0,0,0,3,9,537,1,-1,0,3,1
2881,36,6,1,2,0,506,0,0,0,3,9,217,1,70,2,0,1
2882,64,4,1,3,0,2352,0,0,0,3,9,181,4,183,7,2,1
2883,29,9,2,1,0,938,0,0,0,3,9,358,1,-1,0,3,1
2884,27,4,2,2,0,1720,0,0,0,3,9,284,2,273,1,0,1
2885,76,5,1,0,0,1492,0,0,1,3,9,383,1,-1,0,3,1
2886,34,4,1,2,0,1778,0,0,0,4,9,358,1,162,2,0,1
2887,54,9,1,1,0,0,0,0,0,6,9,464,5,192,8,1,1
2888,67,5,1,0,0,942,0,0,0,6,9,455,2,84,2,1,1
2889,24,9,1,1,0,556,1,0,0,6,9,368,2,80,2,2,1
2890,53,0,1,1,0,10541,0,0,0,9,9,178,1,-1,0,3,1
2891,33,8,1,1,0,1536,0,0,0,9,9,262,1,94,2,2,1
2892,24,8,2,2,0,235,0,0,0,9,9,118,1,-1,0,3,1
2893,32,4,2,2,0,935,0,0,0,9,9,165,1,91,7,2,1
2894,60,6,1,2,0,10861,0,0,0,9,9,98,1,91,2,0,1
2895,64,2,1,2,0,2331,0,0,1,9,9,201,1,-1,0,3,1
2896,35,4,2,2,0,1228,0,0,0,9,9,696,2,88,12,0,1
2897,24,8,2,1,0,125,0,0,0,9,9,263,1,90,1,0,1
2898,42,4,1,2,0,2816,0,0,0,10,9,193,2,-1,0,3,1
2899,40,4,1,2,0,0,0,0,0,10,9,147,1,96,8,2,1
2900,33,4,1,2,0,22867,1,0,0,10,9,266,2,92,3,0,1
2901,71,3,0,0,0,1311,0,0,0,10,9,301,2,91,1,2,1
2902,52,10,1,1,0,94,0,0,0,10,9,293,3,190,10,0,1
2903,47,0,1,1,0,0,0,0,0,10,9,213,1,190,1,1,1
2904,49,4,1,0,0,3371,0,0,0,11,9,269,2,-1,0,3,1
2905,26,4,2,2,0,943,0,0,0,11,9,166,1,195,1,2,1
2906,40,4,1,2,0,9366,0,0,0,11,9,69,3,-1,0,3,1
2907,32,9,2,2,0,6746,0,0,0,11,9,199,1,-1,0,3,1
2908,33,7,1,1,0,1076,0,0,0,11,9,131,1,96,5,0,1
2909,35,4,1,2,0,0,1,0,0,11,9,229,2,96,3,2,1
2910,53,4,1,2,0,1624,0,0,0,11,9,166,3,97,7,2,1
2911,20,8,2,3,0,801,0,0,0,11,9,244,2,-1,0,3,1
2912,44,6,0,2,0,1070,1,0,0,11,9,172,1,91,5,2,1
2913,21,8,2,1,0,123,0,0,1,11,9,513,1,91,1,2,1
2914,36,1,2,1,0,3623,0,0,2,12,9,71,1,378,1,2,1
2915,31,4,2,2,0,533,0,0,0,12,9,90,3,93,6,2,1
2916,42,9,1,1,0,994,1,0,0,12,9,227,3,93,6,2,1
2917,33,7,1,1,0,386,0,0,0,12,9,253,1,92,4,0,1
2918,29,4,2,2,0,1026,0,0,0,12,9,226,1,92,1,1,1
2919,30,10,2,1,0,2424,0,0,0,12,9,110,1,279,1,0,1
2920,32,4,1,2,0,1331,0,0,0,12,9,126,1,92,5,0,1
2921,54,11,1,1,0,2206,0,0,0,12,9,104,1,99,2,1,1
2922,82,5,0,2,0,0,0,0,1,12,9,226,1,-1,0,3,1
2923,47,4,1,2,0,4693,0,1,0,12,9,89,1,97,3,2,1
2924,48,1,1,1,0,1230,1,0,0,12,9,169,1,196,2,2,1
2925,77,5,0,1,0,3417,0,0,0,12,9,134,1,-1,0,3,1
2926,38,0,1,1,0,1767,1,0,0,12,9,893,7,-1,0,3,1
2927,27,8,2,2,0,5291,0,0,0,12,9,192,2,92,2,0,1
2928,43,7,2,1,0,3403,1,0,0,12,9,707,2,97,2,2,1
2929,33,9,1,1,0,133,0,0,0,12,9,627,2,192,1,2,1
2930,27,0,2,1,0,4745,0,0,1,12,9,411,4,192,1,1,1
2931,76,5,1,0,0,3324,0,0,0,13,9,122,1,92,3,2,1
